target_contact_id,subordinate_contact_id
FF8C9EDE-7E38-ED11-9DB1-0022489CA4D1,1E826FC2-6F38-ED11-9DB1-0022489CA4D1
D63C423D-6938-ED11-9DB1-0022489CA4D1,A6FEB3D2-7838-ED11-9DB1-0022489CA4D1
72E9D2D3-6B38-ED11-9DB1-0022489CA4D1,E525E18D-7738-ED11-9DB1-0022489CA4D1
79528D76-7238-ED11-9DB1-0022489CA4D1,5B7A5DF4-6738-ED11-9DB1-0022489CA4D1
0E43E837-7B38-ED11-9DB1-0022489CA4D1,EA48D23D-7738-ED11-9DB1-0022489CA4D1
ECBB61F1-7438-ED11-9DB1-0022489CA4D1,E6591C45-5D38-ED11-9DB1-0022489CA4D1
2570FB1E-7C38-ED11-9DB1-0022489CA4D1,B24459EE-6738-ED11-9DB1-0022489CA4D1
2570FB1E-7C38-ED11-9DB1-0022489CA4D1,17DC3739-7838-ED11-9DB1-0022489CA4D1
591C23E2-8338-ED11-9DB1-0022489CA4D1,C388DDF5-8238-ED11-9DB1-0022489CA4D1
504BBD83-7A38-ED11-9DB1-0022489CA4D1,C308AFFC-7238-ED11-9DB1-0022489CA4D1
60D474BC-6F38-ED11-9DB1-0022489CA4D1,F7B6481F-6338-ED11-9DB1-0022489CA4D1
0260D96C-7D38-ED11-9DB1-0022489CA4D1,B35FD96C-7D38-ED11-9DB1-0022489CA4D1
B813382D-6638-ED11-9DB1-0022489CA4D1,AC13382D-6638-ED11-9DB1-0022489CA4D1
C5E6743C-7D38-ED11-9DB1-0022489CA4D1,922A5DB2-5E38-ED11-9DB1-0022489CA4D1
C5E6743C-7D38-ED11-9DB1-0022489CA4D1,B208AFFC-7238-ED11-9DB1-0022489CA4D1
C5E6743C-7D38-ED11-9DB1-0022489CA4D1,27529FE8-7638-ED11-9DB1-0022489CA4D1
7F3B937A-7638-ED11-9DB1-0022489CA4D1,4633A1EB-5F38-ED11-9DB1-0022489CA4D1
7F3B937A-7638-ED11-9DB1-0022489CA4D1,2A52C629-7138-ED11-9DB1-0022489CA4D1
F93C3C82-7838-ED11-9DB1-0022489CA4D1,5A2DD552-7338-ED11-9DB1-0022489CA4D1
C14FDA15-7938-ED11-9DB1-0022489CA4D1,DC668ECC-7838-ED11-9DB1-0022489CA4D1
82469C98-7E38-ED11-9DB1-0022489CA4D1,51DE8774-7638-ED11-9DB1-0022489CA4D1
82469C98-7E38-ED11-9DB1-0022489CA4D1,79EDAECF-7938-ED11-9DB1-0022489CA4D1
82469C98-7E38-ED11-9DB1-0022489CA4D1,1870FB1E-7C38-ED11-9DB1-0022489CA4D1
82469C98-7E38-ED11-9DB1-0022489CA4D1,7F12AAA4-7D38-ED11-9DB1-0022489CA4D1
DF842514-7238-ED11-9DB1-0022489CA4D1,AB3AFFCA-6E38-ED11-9DB1-0022489CA4D1
8E8D6252-7F38-ED11-9DB1-0022489CA4D1,763E8C14-6638-ED11-9DB1-0022489CA4D1
C003FBC4-6E38-ED11-9DB1-0022489CA4D1,40F224F4-6238-ED11-9DB1-0022489CA4D1
2516ED7F-7038-ED11-9DB1-0022489CA4D1,04E3B3DE-5F38-ED11-9DB1-0022489CA4D1
5D821721-7A38-ED11-9DB1-0022489CA4D1,3ED32AE8-6238-ED11-9DB1-0022489CA4D1
5D821721-7A38-ED11-9DB1-0022489CA4D1,3D648BAC-6D38-ED11-9DB1-0022489CA4D1
5D821721-7A38-ED11-9DB1-0022489CA4D1,402DD552-7338-ED11-9DB1-0022489CA4D1
5D821721-7A38-ED11-9DB1-0022489CA4D1,C8D8940C-7738-ED11-9DB1-0022489CA4D1
8C0E1F1F-8438-ED11-9DB1-0022489CA4D1,6866EAA6-8238-ED11-9DB1-0022489CA4D1
27E3DC4C-7338-ED11-9DB1-0022489CA4D1,A0D38BF6-7238-ED11-9DB1-0022489CA4D1
72B548C9-6238-ED11-9DB1-0022489CA4D1,B2F358AC-5E38-ED11-9DB1-0022489CA4D1
72B548C9-6238-ED11-9DB1-0022489CA4D1,D3613DD8-5F38-ED11-9DB1-0022489CA4D1
698993F0-7238-ED11-9DB1-0022489CA4D1,1CE2B7FB-6538-ED11-9DB1-0022489CA4D1
02F2A1F4-6C38-ED11-9DB1-0022489CA4D1,E3DC184D-5B38-ED11-9DB1-0022489CA4D1
EE03B8AA-7138-ED11-9DB1-0022489CA4D1,B3D4C5F3-7938-ED11-9DB1-0022489CA4D1
5D46B75E-7F38-ED11-9DB1-0022489CA4D1,BCDD8648-7D38-ED11-9DB1-0022489CA4D1
F5D72287-7F38-ED11-9DB1-0022489CA4D1,8C7F65E8-7738-ED11-9DB1-0022489CA4D1
F5D72287-7F38-ED11-9DB1-0022489CA4D1,FA618E1E-7B38-ED11-9DB1-0022489CA4D1
F5D72287-7F38-ED11-9DB1-0022489CA4D1,3A4FA523-7D38-ED11-9DB1-0022489CA4D1
F5D72287-7F38-ED11-9DB1-0022489CA4D1,2BF00918-7E38-ED11-9DB1-0022489CA4D1
B34F0118-6938-ED11-9DB1-0022489CA4D1,96891C0E-7238-ED11-9DB1-0022489CA4D1
7A62ADCD-6738-ED11-9DB1-0022489CA4D1,1FE3F806-7C38-ED11-9DB1-0022489CA4D1
ACE2DC4C-7338-ED11-9DB1-0022489CA4D1,F18FCCB0-6238-ED11-9DB1-0022489CA4D1
ACE2DC4C-7338-ED11-9DB1-0022489CA4D1,57F1A1F4-6C38-ED11-9DB1-0022489CA4D1
ACE2DC4C-7338-ED11-9DB1-0022489CA4D1,5E979A2C-6E38-ED11-9DB1-0022489CA4D1
31506B61-7E38-ED11-9DB1-0022489CA4D1,255834C7-6738-ED11-9DB1-0022489CA4D1
F915C266-7D38-ED11-9DB1-0022489CA4D1,8D84E540-5B38-ED11-9DB1-0022489CA4D1
9DA7F086-4438-ED11-9DB1-0022489CA4D1,4CCE9423-7138-ED11-9DB1-0022489CA4D1
9DA7F086-4438-ED11-9DB1-0022489CA4D1,94367F9E-7638-ED11-9DB1-0022489CA4D1
